,YEAR,DAY_OF_WEEK,DAY_OF_WEEK_STR,FL_DATE,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_Name,ORIGIN_IATA,ORIGIN_ICAO,ORIGIN_CITY_MARKET_ID,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_Latitude,ORIGIN_Longitude,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_Name,DEST_IATA,DEST_ICAO,DEST_CITY_MARKET_ID,DEST_CITY_NAME,DEST_STATE_ABR,DEST_Latitude,DEST_Longitude,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ORIGIN_STATION,ORIGIN_DATE,ORIGIN_AWND,ORIGIN_PGTM,ORIGIN_PRCP,ORIGIN_SNOW,ORIGIN_SNWD,ORIGIN_TAVG,ORIGIN_TMAX,ORIGIN_TMIN,ORIGIN_WDF2,ORIGIN_WDF5,ORIGIN_WSF2,ORIGIN_WSF5,ORIGIN_WT01,ORIGIN_WT02,ORIGIN_WT03,ORIGIN_WT04,ORIGIN_WT05,ORIGIN_WT06,ORIGIN_WT07,ORIGIN_WT08,ORIGIN_WT09,ORIGIN_WESD,ORIGIN_WT10,ORIGIN_PSUN,ORIGIN_TSUN,ORIGIN_SN32,ORIGIN_SX32,ORIGIN_TOBS,ORIGIN_WT11,DEST_STATION,DEST_DATE,DEST_AWND,DEST_PGTM,DEST_PRCP,DEST_SNOW,DEST_SNWD,DEST_TAVG,DEST_TMAX,DEST_TMIN,DEST_WDF2,DEST_WDF5,DEST_WSF2,DEST_WSF5,DEST_WT01,DEST_WT02,DEST_WT03,DEST_WT04,DEST_WT05,DEST_WT06,DEST_WT07,DEST_WT08,DEST_WT09,DEST_WESD,DEST_WT10,DEST_PSUN,DEST_TSUN,DEST_SN32,DEST_SX32,DEST_TOBS,DEST_WT11
556698,2019,5,Fri,2019-01-18 00:00:00 UTC,13303,1330303,Miami International,MIA,KMIA,32467,"Miami, FL",FL,25.79,-80.29,14122,1412202,Pittsburgh International,PIT,KPIT,30198,"Pittsburgh, PA",PA,40.49,-80.23,1713,-3,0,0,-4,0,0,USW00012839,2019-01-18 00:00:00 UTC,3.58,,0,,,69,80,58,80,120,13,16.1,,,,,,,,,,,,,,,,,,USW00014762,2019-01-18 00:00:00 UTC,5.82,1131,0.06,,,,34,31,270,290,13,19,,,,,,,,,,,,,,,,,
230298,2019,1,Mon,2019-01-07 00:00:00 UTC,14679,1467903,San Diego International,SAN,KSAN,33570,"San Diego, CA",CA,32.7,-117.1,15023,1502305,Charles M. Schulz Sonoma County,STS,KSTS,34433,"Santa Rosa, CA",CA,38.5,-122.81,1839,-31,0,0,-4,0,0,USW00023188,2019-01-07 00:00:00 UTC,3.58,,0,,,56,66,49,300,300,13,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515354,2019,3,Wed,2019-01-02 00:00:00 UTC,14100,1410005,Philadelphia International,PHL,KPHL,34100,"Philadelphia, PA",PA,39.87,-75.24,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,719,-21,0,0,-2,0,0,USW00013739,2019-01-02 00:00:00 UTC,6.04,,0,0,0,42,43,37,140,140,12.1,15,,,,,,,,,,,,,,,,,,USW00094847,2019-01-02 00:00:00 UTC,7.38,,0.03,0,0,29,35,26,270,260,21.9,31.1,1,,,,,,,1,,,,,,,,,
17218,2019,3,Wed,2019-01-02 00:00:00 UTC,11298,1129806,Dallas Fort Worth International,DFW,KDFW,30194,"Dallas/Fort Worth, TX",TX,32.89,-97.03,13502,1350202,Montrose Regional,MTJ,KMTJ,33502,"Montrose/Delta, CO",CO,38.5,-107.89,1230,39,39,1,2,2,0,USW00013961,2019-01-02 00:00:00 UTC,10.51,,0.56,,,,33,30,350,350,17,23,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338367,2019,2,Tue,2019-01-29 00:00:00 UTC,11278,1127805,Ronald Reagan Washington National,DCA,KDCA,30852,"Washington, DC",DC,38.85,-77.03,12953,1295304,La Guardia,LGA,KLGA,31703,"New York, NY",NY,40.77,-73.87,1752,28,28,1,23,23,1,USW00093738,2019-01-29 00:00:00 UTC,7.16,,0.24,3,0,31,36,22,320,320,23.9,34,1,1,,,,,,1,1,,,,,,,,,USW00014732,2019-01-29 00:00:00 UTC,10.29,,0.27,0,0,32,44,25,270,160,19.9,25.9,1,,,,,,,,,,,,,,,,
469287,2019,2,Tue,2019-01-22 00:00:00 UTC,11298,1129806,Dallas Fort Worth International,DFW,KDFW,30194,"Dallas/Fort Worth, TX",TX,32.89,-97.03,14109,1410902,Hattiesburg Laurel Regional,PIB,KPIB,34109,"Hattiesburg/Laurel, MS",MS,31.46,-89.33,1726,27,27,1,21,21,1,USW00013961,2019-01-22 00:00:00 UTC,18.79,,0,,,,60,36,310,280,33.1,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216194,2019,7,Sun,2019-01-06 00:00:00 UTC,14057,1405702,Portland International,PDX,KPDX,34057,"Portland, OR",OR,45.58,-122.59,12954,1295407,Long Beach  Daugherty Field,LGB,KLGB,32575,"Long Beach, CA",CA,33.81,-118.15,818,0,0,0,-1,0,0,USW00024229,2019-01-06 00:00:00 UTC,10.07,,0.25,0,0,45,48,39,210,220,25.9,32,1,,,,,,,,,,,,,,,,,USW00023174,2019-01-06 00:00:00 UTC,6.71,,0,,,53,59,49,250,250,15,19,,,,,,,,,,,,,,,,,
142039,2019,3,Wed,2019-01-09 00:00:00 UTC,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,13232,1323202,Chicago Midway International,MDW,KMDW,30977,"Chicago, IL",IL,41.78,-87.75,906,-19,0,0,-6,0,0,USW00003017,2019-01-09 00:00:00 UTC,4.92,,0,0,0,33,50,23,230,230,12.1,13,,,,,,,,,,,,,,,,,,USW00094846,2019-01-09 00:00:00 UTC,13.65,,0,0,0,23,24,15,310,300,23,33.1,,,,,,,,,,,,,,,,,
384629,2019,3,Wed,2019-01-23 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,10685,1068502,Central Illinois Regional  at Bloomington Normal,BMI,KBMI,30685,"Bloomington/Normal, IL",IL,40.47,-88.91,1633,-15,0,0,-4,0,0,USW00013874,2019-01-23 00:00:00 UTC,12.08,,1.71,0,0,50,67,42,290,160,25.1,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137309,2019,2,Tue,2019-01-01 00:00:00 UTC,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,12892,1289208,Los Angeles International,LAX,KLAX,32575,"Los Angeles, CA",CA,33.94,-118.4,652,2,2,0,7,7,0,USW00023183,2019-01-01 00:00:00 UTC,3.58,,0,,,43,51,38,10,10,12.1,18.1,1,,,,,,,,,,,,,,,,,USW00023174,2019-01-01 00:00:00 UTC,6.26,,0,,,54,62,41,330,310,18.1,25.9,,,,,,,,,,,,,,,,,
359667,2019,3,Wed,2019-01-09 00:00:00 UTC,12266,1226603,George Bush Intercontinental Houston,IAH,KIAH,31453,"Houston, TX",TX,29.98,-95.34,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,1642,20,20,1,30,30,1,USW00022521,2019-01-09 00:00:00 UTC,5.59,,0.01,,,75,81,68,140,140,15,19,,,,,,,,,,,,,,,,,,USW00023183,2019-01-09 00:00:00 UTC,4.47,,0,,,58,73,48,100,80,14.1,17,,,,,,,,,,,,,,,,,
474468,2019,1,Mon,2019-01-28 00:00:00 UTC,14869,1486903,Salt Lake City International,SLC,KSLC,34614,"Salt Lake City, UT",UT,40.78,-111.97,11884,1188402,Spokane International,GEG,KGEG,31884,"Spokane, WA",WA,47.61,-117.53,1558,-6,0,0,-5,0,0,USW00024127,2019-01-28 00:00:00 UTC,5.82,,0,0,0,34,41,26,310,310,16.1,19,1,,,,,,,1,,,,,,,,,,USW00024157,2019-01-28 00:00:00 UTC,4.25,,0,0,2,27,31,24,40,40,12.1,13,1,1,,,,,,1,,,,,,,,,
388147,2019,5,Fri,2019-01-04 00:00:00 UTC,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,15016,1501606,St Louis Lambert International,STL,KSTL,31123,"St. Louis, MO",MO,38.74,-90.37,2012,-18,0,0,5,5,0,USW00094847,2019-01-04 00:00:00 UTC,8.05,,0,0,0,36,50,30,200,240,16.1,19,,,,,,,,1,,,,,,,,,,USW00013994,2019-01-04 00:00:00 UTC,6.04,,0,0,0,,51,28,270,270,13,17,,,,,,,,,,,,,,,,,
72447,2019,5,Fri,2019-01-25 00:00:00 UTC,12264,1226402,Washington Dulles International,IAD,KIAD,30852,"Washington, DC",DC,38.94,-77.45,14893,1489302,Sacramento International,SMF,KSMF,33192,"Sacramento, CA",CA,38.69,-121.59,2017,-24,0,0,5,5,0,USW00093738,2019-01-25 00:00:00 UTC,8.28,,0,0,0,34,40,23,290,290,23,31.1,,,,,,,,,,,,,,,,,,USW00093225,2019-01-25 00:00:00 UTC,3.13,1138,0,,,,62,36,340,340,8.1,10.1,,,,,,,,,,,,,,,,,
523567,2019,4,Thu,2019-01-10 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,14027,1402702,Palm Beach International,PBI,KPBI,34027,"West Palm Beach/Palm Beach, FL",FL,26.68,-80.09,1113,-18,0,0,-1,0,0,USW00013874,2019-01-10 00:00:00 UTC,13.2,,0,0,0,38,45,30,330,320,23.9,33.1,,,,,,,,,,,,,,,,,,USW00012844,2019-01-10 00:00:00 UTC,10.74,,0,,,59,70,48,320,320,18.1,23.9,,,,,,,,,,,,,,,,,
571233,2019,4,Thu,2019-01-03 00:00:00 UTC,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,12889,1288903,McCarran International,LAS,KLAS,32211,"Las Vegas, NV",NV,36.08,-115.15,859,-14,0,0,-1,0,0,USW00003017,2019-01-03 00:00:00 UTC,9.62,,0,0,0,32,56,16,210,210,17,21.9,,,,,,,,,,,,,,,,,,USW00023169,2019-01-03 00:00:00 UTC,2.24,,0,0,0,39,51,30,200,200,6.9,8.1,,,,,,,,,,,,,,,,,
124196,2019,5,Fri,2019-01-25 00:00:00 UTC,14685,1468502,Savannah Hilton Head International,SAV,KSAV,34685,"Savannah, GA",GA,32.12,-81.2,13303,1330303,Miami International,MIA,KMIA,32467,"Miami, FL",FL,25.79,-80.29,1856,-15,0,0,-12,0,0,USW00003822,2019-01-25 00:00:00 UTC,7.38,,0,0,0,48,57,35,330,340,15,19,,,,,,,,,,,,,,,,,,USW00012839,2019-01-25 00:00:00 UTC,8.5,,0,,,67,70,59,340,350,15,21,,,,,,,,,,,,,,,,,
474000,2019,1,Mon,2019-01-28 00:00:00 UTC,11921,1192102,Grand Junction Regional,GJT,KGJT,31921,"Grand Junction, CO",CO,39.12,-108.52,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,1000,-11,0,0,-9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00023183,2019-01-28 00:00:00 UTC,3.58,,0,,,58,72,47,110,130,10.1,13,,,,,,,,,,,,,,,,,
557177,2019,6,Sat,2019-01-26 00:00:00 UTC,11057,1105703,Charlotte Douglas International,CLT,KCLT,31057,"Charlotte, NC",NC,35.21,-80.94,12451,1245102,Jacksonville International,JAX,KJAX,31136,"Jacksonville, FL",FL,30.49,-81.68,1936,1,1,0,10,10,0,USW00013881,2019-01-26 00:00:00 UTC,4.03,,0,0,0,37,50,21,200,270,10.1,13,,,,,,,,,,,,,,,,,,USW00013889,2019-01-26 00:00:00 UTC,5.82,,0,0,0,47,59,37,360,350,13,17,,,,,,,,,,,,,,,,,
549077,2019,1,Mon,2019-01-07 00:00:00 UTC,12266,1226603,George Bush Intercontinental Houston,IAH,KIAH,31453,"Houston, TX",TX,29.98,-95.34,15624,1562404,Destin Ft Walton Beach,VPS,KVPS,31504,"Valparaiso, FL",FL,30.48,-86.52,1409,-4,0,0,-10,0,0,USW00022521,2019-01-07 00:00:00 UTC,6.71,,0,,,74,84,65,30,360,16.1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489323,2019,4,Thu,2019-01-03 00:00:00 UTC,15919,1591904,Northwest Arkansas Regional,XNA,KXNA,31834,"Fayetteville, AR",AR,36.28,-94.3,13487,1348702,Minneapolis St Paul International Wold Chamberlain,MSP,KMSP,31650,"Minneapolis, MN",MN,44.88,-93.22,1907,-35,0,0,-10,0,0,USW00053922,2019-01-03 00:00:00 UTC,5.59,,0.27,0,0,,42,33,50,50,14.1,18.1,1,,,,,,,1,,,,,,,,,,USW00012917,2019-01-03 00:00:00 UTC,10.96,,1.5,,,55,59,42,100,100,30,36,1,,,,,,,,,,,,,,,,
289616,2019,4,Thu,2019-01-17 00:00:00 UTC,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,14771,1477104,San Francisco International,SFO,KSFO,32457,"San Francisco, CA",CA,37.61,-122.37,2338,24,24,1,11,11,0,USW00094847,2019-01-17 00:00:00 UTC,5.59,,0.03,0.4,0,25,31,21,100,100,13,17,1,1,,,,,,1,,,,,,,,,,USW00023234,2019-01-17 00:00:00 UTC,14.32,,0.03,,,59,62,57,200,190,30,38,,,,,,,,1,,,,,,,,,
383207,2019,4,Thu,2019-01-03 00:00:00 UTC,15016,1501606,St Louis Lambert International,STL,KSTL,31123,"St. Louis, MO",MO,38.74,-90.37,12953,1295304,La Guardia,LGA,KLGA,31703,"New York, NY",NY,40.77,-73.87,1349,-30,0,0,-9,0,0,USW00013994,2019-01-03 00:00:00 UTC,4.7,,0,0,0,,46,24,180,160,8.9,14.1,,,,,,,,,,,,,,,,,,USW00014732,2019-01-03 00:00:00 UTC,10.51,,0,0,0,41,45,39,330,330,23.9,29.1,,,,,,,,,,,,,,,,,
474199,2019,1,Mon,2019-01-28 00:00:00 UTC,11638,1163807,Fresno Yosemite International,FAT,KFAT,31638,"Fresno, CA",CA,36.77,-119.71,14057,1405702,Portland International,PDX,KPDX,34057,"Portland, OR",OR,45.58,-122.59,1619,-16,0,0,-8,0,0,USW00093193,2019-01-28 00:00:00 UTC,2.68,,0,0,0,53,66,45,80,210,8.1,10.1,1,,,,,,,1,,,,,,,,,,USW00024229,2019-01-28 00:00:00 UTC,10.29,,0,0,0,42,53,35,100,90,21,28,1,,,,,,,1,,,,,,,,,
255292,2019,6,Sat,2019-01-19 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,11308,1130802,Dothan Regional,DHN,KDHN,31308,"Dothan, AL",AL,31.32,-85.44,1342,-9,0,0,-1,0,0,USW00013874,2019-01-19 00:00:00 UTC,9.62,,1.22,0,0,55,63,51,180,170,19.9,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268633,2019,1,Mon,2019-01-07 00:00:00 UTC,14492,1449202,Raleigh Durham International,RDU,KRDU,34492,"Raleigh/Durham, NC",NC,35.87,-78.78,14771,1477104,San Francisco International,SFO,KSFO,32457,"San Francisco, CA",CA,37.61,-122.37,2253,28,28,1,5,5,0,USW00013722,2019-01-07 00:00:00 UTC,6.93,,0,0,0,46,51,40,80,110,13,19.9,,,,,,,,,,,,,,,,,,USW00023234,2019-01-07 00:00:00 UTC,2.91,,0,,,59,66,54,250,250,21,21,,,,,,,,,,,,,,,,,
120765,2019,1,Mon,2019-01-07 00:00:00 UTC,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,14893,1489302,Sacramento International,SMF,KSMF,33192,"Sacramento, CA",CA,38.69,-121.59,927,4,4,0,-3,0,0,USW00023183,2019-01-07 00:00:00 UTC,4.03,,0,,,51,63,43,80,280,8.9,11,,,,,,,,,,,,,,,,,,USW00093225,2019-01-07 00:00:00 UTC,8.5,14,0,,,,57,47,180,160,19.9,23.9,,,,,,,,,,,,,,,,,
6868,2019,2,Tue,2019-01-15 00:00:00 UTC,12323,1232305,Wilmington International,ILM,KILM,32323,"Wilmington, NC",NC,34.27,-77.9,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,1537,-7,0,0,-10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00013874,2019-01-15 00:00:00 UTC,10.74,,0,0,0,40,46,32,320,310,17,25.1,,,,,,,,,,,,,,,,,
225316,2019,7,Sun,2019-01-06 00:00:00 UTC,11697,1169706,Fort Lauderdale Hollywood International,FLL,KFLL,32467,"Fort Lauderdale, FL",FL,26.07,-80.15,14492,1449202,Raleigh Durham International,RDU,KRDU,34492,"Raleigh/Durham, NC",NC,35.87,-78.78,1710,21,21,1,28,28,1,USW00012849,2019-01-06 00:00:00 UTC,5.37,,0,,,65,77,55,70,70,13,14.1,,,,,,,,,,,,,,,,,,USW00013722,2019-01-06 00:00:00 UTC,2.68,,0,0,0,52,65,39,290,320,12.1,19.9,,,,,,,,,,,,,,,,,
228983,2019,7,Sun,2019-01-06 00:00:00 UTC,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,10408,1040805,Appleton International,ATW,KATW,30408,"Appleton, WI",WI,44.25,-88.51,1254,-9,0,0,-4,0,0,USW00094847,2019-01-06 00:00:00 UTC,7.61,,0,0,0,39,42,32,10,10,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235800,2019,3,Wed,2019-01-30 00:00:00 UTC,10577,1057705,Greater Binghamton Edwin A Link field,BGM,KBGM,30577,"Binghamton, NY",NY,42.2,-75.97,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,735,-9,0,0,-8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00094847,2019-01-30 00:00:00 UTC,19.46,,0,0,5.1,-3,1,-13,250,250,30,38,,,,,,,,,,,,,,,,,
354117,2019,7,Sun,2019-01-27 00:00:00 UTC,14057,1405702,Portland International,PDX,KPDX,34057,"Portland, OR",OR,45.58,-122.59,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,1918,-7,0,0,0,0,0,USW00024229,2019-01-27 00:00:00 UTC,2.91,,0,0,0,39,42,36,120,120,8.1,10.1,1,1,,,,,,,,,,,,,,,,USW00003017,2019-01-27 00:00:00 UTC,13.87,,0,0,0,37,50,28,50,270,25.9,35.1,,,,,,,,,,,,,,,,,
151661,2019,3,Wed,2019-01-02 00:00:00 UTC,15016,1501606,St Louis Lambert International,STL,KSTL,31123,"St. Louis, MO",MO,38.74,-90.37,10721,1072102,General Edward Lawrence Logan International,BOS,KBOS,30721,"Boston, MA",MA,42.36,-71,7,-13,0,0,10,10,0,USW00013994,2019-01-02 00:00:00 UTC,7.61,,0,0,0,,34,29,270,270,16.1,21.9,,,,,,,,,,,,,,,,,,USW00014739,2019-01-02 00:00:00 UTC,9.4,,0,0,,33,37,28,310,330,18.1,23,,,,,,,,,,,,,,,,,
2692,2019,2,Tue,2019-01-29 00:00:00 UTC,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,11267,1126702,James M Cox Dayton International,DAY,KDAY,31267,"Dayton, OH",OH,39.9,-84.21,1731,-7,0,0,14,14,0,USW00094847,2019-01-29 00:00:00 UTC,20.36,,0,0.2,5.1,20,25,1,230,230,30,40.9,,,,,,,,,,,,,,,,,,USW00053859,2019-01-29 00:00:00 UTC,13.42,,0,,0,,23,12,230,230,23.9,36,1,,,,,,,1,,,,,,,,,
525505,2019,1,Mon,2019-01-21 00:00:00 UTC,14747,1474703,Seattle Tacoma International,SEA,KSEA,30559,"Seattle, WA",WA,47.44,-122.3,12339,1233904,Indianapolis International,IND,KIND,32337,"Indianapolis, IN",IN,39.71,-86.29,1729,-3,0,0,10,10,0,USW00024233,2019-01-21 00:00:00 UTC,4.25,,0,0,0,41,47,36,120,110,13,17,1,,,,,,,,,,,,,,,,,USW00093819,2019-01-21 00:00:00 UTC,9.17,,0,0,2,9,15,2,120,100,21,25.1,,,,,,,,,,,,,,,,,
445791,2019,3,Wed,2019-01-16 00:00:00 UTC,10721,1072102,General Edward Lawrence Logan International,BOS,KBOS,30721,"Boston, MA",MA,42.36,-71,10792,1079206,Buffalo Niagara International,BUF,KBUF,30792,"Buffalo, NY",NY,42.94,-78.73,2347,-27,0,0,-20,0,0,USW00014739,2019-01-16 00:00:00 UTC,11.63,,0,0,,32,41,25,240,290,19.9,29.1,,,,,,,,,,,,,,,,,,USW00014733,2019-01-16 00:00:00 UTC,16.33,,0.02,0.2,1.2,,33,15,220,230,29.1,44.1,1,,,,,1,,1,,0.2,,,,,,,
168917,2019,6,Sat,2019-01-05 00:00:00 UTC,10821,1082106,Baltimore Washington International Thurgood Marshall,BWI,KBWI,30852,"Baltimore, MD",MD,39.17,-76.66,11697,1169706,Fort Lauderdale Hollywood International,FLL,KFLL,32467,"Fort Lauderdale, FL",FL,26.07,-80.15,1124,9,9,0,11,11,0,USW00093721,2019-01-05 00:00:00 UTC,9.84,,0.02,0,0,46,50,44,290,290,25.9,32,1,,,,,,,,,,,,,,,,,USW00012849,2019-01-05 00:00:00 UTC,9.17,,0.01,,,74,79,61,270,270,16.1,21.9,,,,,,,,,,,,,,,,,
180772,2019,4,Thu,2019-01-31 00:00:00 UTC,12889,1288903,McCarran International,LAS,KLAS,32211,"Las Vegas, NV",NV,36.08,-115.15,14869,1486903,Salt Lake City International,SLC,KSLC,34614,"Salt Lake City, UT",UT,40.78,-111.97,7,-3,0,0,14,14,0,USW00023169,2019-01-31 00:00:00 UTC,2.91,,0,0,0,53,62,43,30,40,8.9,11,,,,,,,,,,,,,,,,,,USW00024127,2019-01-31 00:00:00 UTC,3.36,,0,0,0,33,47,26,300,320,12.1,13,1,,,,,,,,,,,,,,,,
60891,2019,4,Thu,2019-01-10 00:00:00 UTC,13487,1348702,Minneapolis St Paul International Wold Chamberlain,MSP,KMSP,31650,"Minneapolis, MN",MN,44.88,-93.22,13796,1379608,Metropolitan Oakland International,OAK,KOAK,32457,"Oakland, CA",CA,37.72,-122.22,1256,-39,0,0,-9,0,0,USW00012917,2019-01-10 00:00:00 UTC,3.36,,0,,,51,64,39,110,110,10.1,13,,,,,,,,,,,,,,,,,,USW00093225,2019-01-10 00:00:00 UTC,2.91,1316,0,,,,52,43,300,280,8.9,11,,,,,,,,,,,,,,,,,
514953,2019,3,Wed,2019-01-02 00:00:00 UTC,14908,1490803,John Wayne  Orange County,SNA,KSNA,32575,"Santa Ana, CA",CA,33.67,-117.86,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,1354,-2,0,0,-3,0,0,USW00093184,2019-01-02 00:00:00 UTC,4.25,,0,0,0,,65,44,50,60,21,30,,,,,,,,,,,,,,,,,,USW00013874,2019-01-02 00:00:00 UTC,4.92,,0.57,0,0,56,59,49,70,50,12.1,15,1,,,,,,,1,,,,,,,,,
517972,2019,5,Fri,2019-01-04 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,13204,1320402,Orlando International,MCO,KMCO,31454,"Orlando, FL",FL,28.42,-81.3,1132,5,5,0,-5,0,0,USW00013874,2019-01-04 00:00:00 UTC,12.08,,1.44,0,0,56,66,45,260,260,28,34,1,,,,,,,,,,,,,,,,,USW00012815,2019-01-04 00:00:00 UTC,11.18,,0.13,0,0,72,83,63,280,280,29.1,38,1,,,,,,,,,,,,,,,,
200126,2019,6,Sat,2019-01-12 00:00:00 UTC,11278,1127805,Ronald Reagan Washington National,DCA,KDCA,30852,"Washington, DC",DC,38.85,-77.03,14492,1449202,Raleigh Durham International,RDU,KRDU,34492,"Raleigh/Durham, NC",NC,35.87,-78.78,1506,-1,0,0,2,2,0,USW00093738,2019-01-12 00:00:00 UTC,2.91,,0.22,2.9,0,29,34,23,200,140,8.9,12.1,1,,,,,,,,,,,,,,,,,USW00013722,2019-01-12 00:00:00 UTC,5.59,,0.07,0,0,34,39,30,70,90,12.1,17,1,,,,,,,,,,,,,,,,
393518,2019,6,Sat,2019-01-12 00:00:00 UTC,10821,1082106,Baltimore Washington International Thurgood Marshall,BWI,KBWI,30852,"Baltimore, MD",MD,39.17,-76.66,13204,1320402,Orlando International,MCO,KMCO,31454,"Orlando, FL",FL,28.42,-81.3,1919,-1,0,0,-1,0,0,USW00093721,2019-01-12 00:00:00 UTC,2.46,,0.16,1.8,0,28,35,23,80,70,8.9,10.1,1,,,,,,,,,,,,,,,,,USW00012815,2019-01-12 00:00:00 UTC,7.16,,0,0,0,64,78,54,100,100,18.1,21.9,,,,,,,,,,,,,,,,,
517422,2019,4,Thu,2019-01-03 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,11278,1127805,Ronald Reagan Washington National,DCA,KDCA,30852,"Washington, DC",VA,38.85,-77.03,1401,1,1,0,6,6,0,USW00013874,2019-01-03 00:00:00 UTC,5.37,,0.15,0,0,52,55,51,340,330,15,18.1,1,,,,,,,,,,,,,,,,,USW00093738,2019-01-03 00:00:00 UTC,4.92,,0,0,0,44,49,30,320,320,21,27.1,,,,,,,,,,,,,,,,,
387236,2019,1,Mon,2019-01-07 00:00:00 UTC,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,11193,1119302,Cincinnati Northern Kentucky International,CVG,KCVG,33105,"Cincinnati, OH",KY,39.04,-84.66,1347,-14,0,0,-8,0,0,USW00094846,2019-01-07 00:00:00 UTC,15.66,,0.44,0,0,44,53,40,200,210,25.1,36.9,1,,,,,,,,,,,,,,,,,USW00093812,2019-01-07 00:00:00 UTC,10.07,,0,,,,61,43,230,240,32,44.1,,,,,,,,,,,,,,,,,
74976,2019,3,Wed,2019-01-23 00:00:00 UTC,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,14492,1449202,Raleigh Durham International,RDU,KRDU,34492,"Raleigh/Durham, NC",NC,35.87,-78.78,1459,-15,0,0,-2,0,0,USW00003017,2019-01-23 00:00:00 UTC,10.51,,0,0,0,26,41,16,80,270,18.1,23.9,,,,,,,,,,,,,,,,,,USW00013722,2019-01-23 00:00:00 UTC,7.83,,0.04,0,0,41,64,31,180,170,21,29.1,1,,,,,,,,,,,,,,,,
